task_id,system,scenario,success,tool_calls,repair_actions,repair_triggered,user_turns,total_steps,stop_reason,trace_path
toolsandbox_state_dep_001,a0_baseline,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/001_toolsandbox_state_dep_001_a0_baseline.json
toolsandbox_state_dep_001,a1_recovery,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/001_toolsandbox_state_dep_001_a1_recovery.json
toolsandbox_state_dep_001,a2_planner,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/001_toolsandbox_state_dep_001_a2_planner.json
toolsandbox_state_dep_001,a3_interaction,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/001_toolsandbox_state_dep_001_a3_interaction.json
toolsandbox_state_dep_001,a4_reuse,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/001_toolsandbox_state_dep_001_a4_reuse.json
toolsandbox_state_dep_002,a0_baseline,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/002_toolsandbox_state_dep_002_a0_baseline.json
toolsandbox_state_dep_002,a1_recovery,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/002_toolsandbox_state_dep_002_a1_recovery.json
toolsandbox_state_dep_002,a2_planner,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/002_toolsandbox_state_dep_002_a2_planner.json
toolsandbox_state_dep_002,a3_interaction,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/002_toolsandbox_state_dep_002_a3_interaction.json
toolsandbox_state_dep_002,a4_reuse,state_dependency,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/002_toolsandbox_state_dep_002_a4_reuse.json
toolsandbox_missing_info_001,a0_baseline,environment_failure,False,2,0,0,0,2,step_failed:step_02:environment unavailable for write operation,outputs/toolsandbox_bench_formal/runs/run_01/traces/003_toolsandbox_missing_info_001_a0_baseline.json
toolsandbox_missing_info_001,a1_recovery,environment_failure,False,2,0,1,0,2,awaiting_user_interaction,outputs/toolsandbox_bench_formal/runs/run_01/traces/003_toolsandbox_missing_info_001_a1_recovery.json
toolsandbox_missing_info_001,a2_planner,environment_failure,False,2,0,1,0,2,awaiting_user_interaction,outputs/toolsandbox_bench_formal/runs/run_01/traces/003_toolsandbox_missing_info_001_a2_planner.json
toolsandbox_missing_info_001,a3_interaction,environment_failure,False,5,0,4,3,2,interaction_turn_limit,outputs/toolsandbox_bench_formal/runs/run_01/traces/003_toolsandbox_missing_info_001_a3_interaction.json
toolsandbox_missing_info_001,a4_reuse,environment_failure,False,5,0,4,3,2,interaction_turn_limit,outputs/toolsandbox_bench_formal/runs/run_01/traces/003_toolsandbox_missing_info_001_a4_reuse.json
toolsandbox_missing_info_002,a0_baseline,binding_failure,False,2,0,0,0,2,step_failed:step_02:missing required field: target_path,outputs/toolsandbox_bench_formal/runs/run_01/traces/004_toolsandbox_missing_info_002_a0_baseline.json
toolsandbox_missing_info_002,a1_recovery,binding_failure,True,2,1,1,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/004_toolsandbox_missing_info_002_a1_recovery.json
toolsandbox_missing_info_002,a2_planner,binding_failure,True,2,1,1,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/004_toolsandbox_missing_info_002_a2_planner.json
toolsandbox_missing_info_002,a3_interaction,binding_failure,True,2,1,1,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/004_toolsandbox_missing_info_002_a3_interaction.json
toolsandbox_missing_info_002,a4_reuse,binding_failure,True,2,1,1,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/004_toolsandbox_missing_info_002_a4_reuse.json
toolsandbox_multi_turn_approval_001,a0_baseline,multiple_user_turn,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_a0_baseline.json
toolsandbox_multi_turn_approval_001,a1_recovery,multiple_user_turn,False,0,0,1,0,2,awaiting_user_interaction,outputs/toolsandbox_bench_formal/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_a1_recovery.json
toolsandbox_multi_turn_approval_001,a2_planner,multiple_user_turn,False,0,0,1,0,2,awaiting_user_interaction,outputs/toolsandbox_bench_formal/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_a2_planner.json
toolsandbox_multi_turn_approval_001,a3_interaction,multiple_user_turn,True,2,0,2,2,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_a3_interaction.json
toolsandbox_multi_turn_approval_001,a4_reuse,multiple_user_turn,True,2,0,2,2,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/005_toolsandbox_multi_turn_approval_001_a4_reuse.json
toolsandbox_multi_turn_approval_002,a0_baseline,binding_failure,False,2,0,0,0,2,step_failed:step_02:missing required field: target_path,outputs/toolsandbox_bench_formal/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_a0_baseline.json
toolsandbox_multi_turn_approval_002,a1_recovery,binding_failure,False,0,0,1,0,2,awaiting_user_interaction,outputs/toolsandbox_bench_formal/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_a1_recovery.json
toolsandbox_multi_turn_approval_002,a2_planner,binding_failure,False,0,0,1,0,2,awaiting_user_interaction,outputs/toolsandbox_bench_formal/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_a2_planner.json
toolsandbox_multi_turn_approval_002,a3_interaction,binding_failure,True,2,1,3,2,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_a3_interaction.json
toolsandbox_multi_turn_approval_002,a4_reuse,binding_failure,True,2,1,3,2,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/006_toolsandbox_multi_turn_approval_002_a4_reuse.json
toolsandbox_canonicalization_001,a0_baseline,canonicalization,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/007_toolsandbox_canonicalization_001_a0_baseline.json
toolsandbox_canonicalization_001,a1_recovery,canonicalization,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/007_toolsandbox_canonicalization_001_a1_recovery.json
toolsandbox_canonicalization_001,a2_planner,canonicalization,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/007_toolsandbox_canonicalization_001_a2_planner.json
toolsandbox_canonicalization_001,a3_interaction,canonicalization,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/007_toolsandbox_canonicalization_001_a3_interaction.json
toolsandbox_canonicalization_001,a4_reuse,canonicalization,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/007_toolsandbox_canonicalization_001_a4_reuse.json
toolsandbox_canonicalization_002,a0_baseline,canonicalization,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/008_toolsandbox_canonicalization_002_a0_baseline.json
toolsandbox_canonicalization_002,a1_recovery,canonicalization,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/008_toolsandbox_canonicalization_002_a1_recovery.json
toolsandbox_canonicalization_002,a2_planner,canonicalization,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/008_toolsandbox_canonicalization_002_a2_planner.json
toolsandbox_canonicalization_002,a3_interaction,canonicalization,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/008_toolsandbox_canonicalization_002_a3_interaction.json
toolsandbox_canonicalization_002,a4_reuse,canonicalization,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/008_toolsandbox_canonicalization_002_a4_reuse.json
toolsandbox_single_tool_001,a0_baseline,single_tool,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/009_toolsandbox_single_tool_001_a0_baseline.json
toolsandbox_single_tool_001,a1_recovery,single_tool,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/009_toolsandbox_single_tool_001_a1_recovery.json
toolsandbox_single_tool_001,a2_planner,single_tool,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/009_toolsandbox_single_tool_001_a2_planner.json
toolsandbox_single_tool_001,a3_interaction,single_tool,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/009_toolsandbox_single_tool_001_a3_interaction.json
toolsandbox_single_tool_001,a4_reuse,single_tool,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/009_toolsandbox_single_tool_001_a4_reuse.json
toolsandbox_single_tool_002,a0_baseline,single_tool,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/010_toolsandbox_single_tool_002_a0_baseline.json
toolsandbox_single_tool_002,a1_recovery,single_tool,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/010_toolsandbox_single_tool_002_a1_recovery.json
toolsandbox_single_tool_002,a2_planner,single_tool,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/010_toolsandbox_single_tool_002_a2_planner.json
toolsandbox_single_tool_002,a3_interaction,single_tool,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/010_toolsandbox_single_tool_002_a3_interaction.json
toolsandbox_single_tool_002,a4_reuse,single_tool,True,2,0,0,0,2,success_criteria_satisfied,outputs/toolsandbox_bench_formal/runs/run_01/traces/010_toolsandbox_single_tool_002_a4_reuse.json
